Gloss Variant,Consultant,Session,Scene,Start,End,id,session_scene,session_scene_id,is_corrupt
CHANCE,Liz,ASL_2008_01_11,69,1485,1515,2188,ASL_2008_01_11-69,108,0
CHANCE,Naomi,ASL_2008_08_04,44,1301,1330,2189,ASL_2008_08_04-44,576,0
CHANCE,Tyler,ASL_2008_05_12a,43,1062,1080,2190,ASL_2008_05_12a-43,415,0
CHANGE,Liz,ASL_2008_01_11,69,1705,1735,2191,ASL_2008_01_11-69,108,0
CHANGE,Naomi,ASL_2008_08_04,44,1522,1545,2192,ASL_2008_08_04-44,576,0
CHANGE,Tyler,ASL_2008_05_12a,43,1265,1295,2193,ASL_2008_05_12a-43,415,0
CHANNEL+,Liz,ASL_2008_01_11,70,905,946,2194,ASL_2008_01_11-70,110,0
CHANNEL+,Naomi,ASL_2008_08_04,44,2730,2767,2195,ASL_2008_08_04-44,576,0
CHANNEL++,Tyler,ASL_2008_05_12a,43,1890,1927,2196,ASL_2008_05_12a-43,415,0
CHAPTER,Liz,ASL_2008_01_11,70,1145,1170,2197,ASL_2008_01_11-70,110,0
CHAPTER,Naomi,ASL_2008_08_04,44,3007,3042,2198,ASL_2008_08_04-44,576,0
CHARACTER,Liz,ASL_2008_01_11,70,1535,1575,2199,ASL_2008_01_11-70,110,0
CHARACTER,Naomi,ASL_2008_08_04,44,3360,3400,2200,ASL_2008_08_04-44,576,0
CHARACTER,Tyler,ASL_2008_05_12a,43,2420,2455,2201,ASL_2008_05_12a-43,415,0
CHARACTERISTIC,Liz,ASL_2008_01_11,70,1770,1810,2202,ASL_2008_01_11-70,110,0
CHARACTERISTIC,Naomi,ASL_2008_08_04,44,3626,3660,2203,ASL_2008_08_04-44,576,0
CHASE,Brady,ASL_2011_07_19_Brady,95,1512,1573,2204,ASL_2011_07_19_Brady-95,896,0
CHASE,Dana,ASL_2007_05_24,14,594,661,2205,ASL_2007_05_24-14,28,0
CHASE,Liz,ASL_2008_01_11,71,486,555,2206,ASL_2008_01_11-71,111,0
CHASE,Liz,ASL_2008_02_29,43,1221,1292,2207,ASL_2008_02_29-43,317,0
CHASE,Naomi,ASL_2008_08_04,45,1305,1380,2208,ASL_2008_08_04-45,577,0
CHASE,Tyler,ASL_2008_05_12a,44,666,726,2209,ASL_2008_05_12a-44,416,0
CHAT+,Liz,ASL_2008_01_18,1,2451,2505,2210,ASL_2008_01_18-1,126,0
CHAT+,Naomi,ASL_2008_08_04,45,2125,2140,2211,ASL_2008_08_04-45,577,0
CHAT++,Brady,ASL_2011_06_08_Brady,26,21964,22004,2212,ASL_2011_06_08_Brady-26,734,0
CHAT++,Brady,ASL_2011_07_22_Brady,40,2268,2310,2213,ASL_2011_07_22_Brady-40,931,0
CHAT++,Dana,ASL_2007_05_24,8,2869,2923,2214,ASL_2007_05_24-8,43,0
CHAT++,Lana,ASL_2006_10_10,4,2815,2857,2215,ASL_2006_10_10-4,18,0
CHAT++,Liz,ASL_2008_01_11,71,716,775,2216,ASL_2008_01_11-71,111,0
CHAT++,Naomi,ASL_2008_08_06,1,3137,3175,2217,ASL_2008_08_06-1,590,0
CHAT++,Tyler,ASL_2008_05_12a,44,1022,1090,2218,ASL_2008_05_12a-44,416,0
CHAT++,Tyler,ASL_2008_05_12b,1,2860,2905,2219,ASL_2008_05_12b-1,427,0
CHEAP,Brady,ASL_2011_06_08_Brady,26,22191,22202,2220,ASL_2011_06_08_Brady-26,734,0
CHEAP,Dana,ASL_2007_05_24,9,275,301,2221,ASL_2007_05_24-9,44,0
CHEAP,Lana,ASL_2006_10_10,5,227,247,2222,ASL_2006_10_10-5,19,0
CHEAP,Liz,ASL_2008_01_11,71,920,945,2223,ASL_2008_01_11-71,111,0
CHEAP,Naomi,ASL_2008_08_04,45,2305,2320,2224,ASL_2008_08_04-45,577,0
CHEAP,Tyler,ASL_2008_05_12a,44,1195,1211,2225,ASL_2008_05_12a-44,416,0
CHEAT,Naomi,ASL_2008_08_04,45,2765,2785,2226,ASL_2008_08_04-45,577,0
CHEAT,Naomi,ASL_2008_08_04,45,3000,3025,2227,ASL_2008_08_04-45,577,0
CHEAT++,Brady,ASL_2011_06_08_Brady,26,22431,22474,2228,ASL_2011_06_08_Brady-26,734,0
CHEAT++,Liz,ASL_2008_01_11,71,1176,1225,2229,ASL_2008_01_11-71,111,0
CHEAT++,Tyler,ASL_2008_05_12a,44,1380,1420,2230,ASL_2008_05_12a-44,416,0
CHEAT_2+,Lana,ASL_2006_10_10,5,500,526,2231,ASL_2006_10_10-5,19,0
CHEAT_2++,Dana,ASL_2007_05_24,9,570,627,2232,ASL_2007_05_24-9,44,0
CHECK,Brady,ASL_2011_06_08_Brady,26,23452,23471,2233,ASL_2011_06_08_Brady-26,734,0
CHECK,Liz,ASL_2008_01_11,72,485,515,2234,ASL_2008_01_11-72,112,0
CHECK,Naomi,ASL_2008_08_04,45,3586,3615,2235,ASL_2008_08_04-45,577,0
CHECK,Tyler,ASL_2008_05_12a,44,2576,2597,2236,ASL_2008_05_12a-44,416,0
CHECKERS,Liz,ASL_2008_01_11,72,1330,1360,2237,ASL_2008_01_11-72,112,0
CHECKING-ACCOUNT,Dana,ASL_2007_05_24,9,864,890,2238,ASL_2007_05_24-9,44,0
CHECKING-ACCOUNT+,Liz,ASL_2008_01_11,72,1590,1635,2239,ASL_2008_01_11-72,112,0
CHECKING-ACCOUNT+,Tyler,ASL_2008_05_12a,44,3925,3980,2240,ASL_2008_05_12a-44,416,0
CHECK_LIST++,Brady,ASL_2011_06_08_Brady,27,626,678,2241,ASL_2011_06_08_Brady-27,735,0
CHECK_LIST++,Liz,ASL_2008_01_11,72,960,1021,2242,ASL_2008_01_11-72,112,0
CHECK_LIST+++,Tyler,ASL_2008_05_12a,44,3200,3267,2243,ASL_2008_05_12a-44,416,0
CHEESE+,Liz,ASL_2008_01_11,73,440,475,2244,ASL_2008_01_11-73,113,0
CHEESE++,Brady,ASL_2011_06_08_Brady,27,3364,3401,2245,ASL_2011_06_08_Brady-27,735,0
CHEESE++,Dana,ASL_2007_05_24,9,987,1037,2246,ASL_2007_05_24-9,44,0
CHEESE++,Lana,ASL_2006_10_10,5,890,926,2247,ASL_2006_10_10-5,19,0
CHEESE++,Naomi,ASL_2008_08_04,46,2775,2806,2248,ASL_2008_08_04-46,578,0
CHEESE++,Tyler,ASL_2008_05_12a,44,4610,4670,2249,ASL_2008_05_12a-44,416,0
CHEMISTRY+,Brady,ASL_2011_06_08_Brady,27,3967,4000,2250,ASL_2011_06_08_Brady-27,735,0
CHEMISTRY+,Dana,ASL_2007_05_24,9,1258,1312,2251,ASL_2007_05_24-9,44,0
CHEMISTRY+,Lana,ASL_2006_10_10,5,1165,1212,2252,ASL_2006_10_10-5,19,0
CHEMISTRY+,Liz,ASL_2008_01_11,73,885,930,2253,ASL_2008_01_11-73,113,0
CHEMISTRY+,Naomi,ASL_2008_08_04,46,3290,3345,2254,ASL_2008_08_04-46,578,0
CHEMISTRY+,Tyler,ASL_2008_05_12a,44,5120,5181,2255,ASL_2008_05_12a-44,416,0
CHERISH,Brady,ASL_2011_06_08_Brady,27,4416,4456,2256,ASL_2011_06_08_Brady-27,735,0
CHERISH,Brady,ASL_2011_07_19_Brady,98,2323,2353,2257,ASL_2011_07_19_Brady-98,899,0
CHERISH,Brady,ASL_2011_07_22_Brady,54,942,991,2258,ASL_2011_07_22_Brady-54,945,0
CHERISH,Liz,ASL_2008_02_29,46,690,763,2259,ASL_2008_02_29-46,320,0
CHERISH,Liz,ASL_2008_03_28,22,2250,2312,2260,ASL_2008_03_28-22,344,0
CHERISH,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,26,140,245,2261,ASL_2010_08_10_Liz_additional_lexicon_signs-26,706,0
CHERRY,Liz,ASL_2008_02_29,49,232,280,2262,ASL_2008_02_29-49,323,0
CHEST,Naomi,ASL_2008_08_04,46,3775,3811,2263,ASL_2008_08_04-46,578,0
CHEST,Tyler,ASL_2008_05_12a,44,5570,5626,2264,ASL_2008_05_12a-44,416,0
CHEST_2+,Liz,ASL_2008_01_11,73,1315,1360,2265,ASL_2008_01_11-73,113,0
CHEW+,Brady,ASL_2011_07_22_Brady,40,400,450,2266,ASL_2011_07_22_Brady-40,931,0
CHEW+,Naomi,ASL_2008_08_04,46,3995,4035,2267,ASL_2008_08_04-46,578,0
CHEW++,Brady,ASL_2011_06_08_Brady,27,5197,5244,2268,ASL_2011_06_08_Brady-27,735,0
CHEW++,Liz,ASL_2008_01_11,74,340,421,2269,ASL_2008_01_11-74,114,0
CHILD+,Brady,ASL_2011_06_08_Brady,27,6903,6925,2270,ASL_2011_06_08_Brady-27,735,0
CHILD+,Liz,ASL_2008_01_11,74,1011,1051,2271,ASL_2008_01_11-74,114,0
CHILD+,Naomi,ASL_2008_08_04,47,800,830,2272,ASL_2008_08_04-47,579,0
CHILDREN+,Naomi,ASL_2008_08_04,47,1035,1060,2273,ASL_2008_08_04-47,579,0
CHILDREN++,Tyler,ASL_2008_05_12a,45,651,682,2274,ASL_2008_05_12a-45,417,0
CHILDREN++,Tyler,ASL_2008_05_12a,45,910,941,2275,ASL_2008_05_12a-45,417,0
CHIN,Brady,ASL_2011_06_08_Brady,27,8721,8745,2276,ASL_2011_06_08_Brady-27,735,0
CHIN,Liz,ASL_2008_01_11,75,255,275,2277,ASL_2008_01_11-75,115,0
CHIN,Naomi,ASL_2008_08_04,47,1950,1977,2278,ASL_2008_08_04-47,579,0
CHIN_2,Tyler,ASL_2008_05_12a,45,2050,2100,2279,ASL_2008_05_12a-45,417,0
CHOCOLATE+,Brady,ASL_2011_06_08_Brady,27,10096,10137,2280,ASL_2011_06_08_Brady-27,735,0
CHOCOLATE+,Liz,ASL_2008_01_11,75,1000,1060,2281,ASL_2008_01_11-75,115,0
CHOCOLATE+,Naomi,ASL_2008_08_04,47,3080,3115,2282,ASL_2008_08_04-47,579,0
CHOCOLATE+,Tyler,ASL_2008_05_12a,45,3070,3127,2283,ASL_2008_05_12a-45,417,0
CHOKE,Brady,ASL_2011_06_08_Brady,27,11384,11406,2284,ASL_2011_06_08_Brady-27,735,0
CHOKE,Liz,ASL_2008_01_11,76,490,515,2285,ASL_2008_01_11-76,116,0
CHOKE,Naomi,ASL_2008_08_04,48,1042,1061,2286,ASL_2008_08_04-48,580,0
CHOKE,Tyler,ASL_2008_05_12a,46,765,797,2287,ASL_2008_05_12a-46,418,0
CHOKE-1p,Naomi,ASL_2008_08_04,48,610,636,2288,ASL_2008_08_04-48,580,0
CHOOSE,Naomi,ASL_2008_08_04,13,545,572,2289,ASL_2008_08_04-13,542,0
CHRIST,Brady,ASL_2011_06_08_Brady,27,11978,12000,2290,ASL_2011_06_08_Brady-27,735,0
CHRIST,Tyler,ASL_2008_05_12a,46,1245,1270,2291,ASL_2008_05_12a-46,418,0
CHRISTMAS,Brady,ASL_2011_06_08_Brady,27,12732,12753,2292,ASL_2011_06_08_Brady-27,735,0
CHRISTMAS,Dana,ASL_2007_05_24,9,2136,2164,2293,ASL_2007_05_24-9,44,0
CHRISTMAS,Lana,ASL_2006_10_10,5,1989,2012,2294,ASL_2006_10_10-5,19,0
CHRISTMAS,Naomi,ASL_2008_08_04,48,2481,2510,2295,ASL_2008_08_04-48,580,0
CHRISTMAS_2,Liz,ASL_2008_01_11,76,1130,1160,2296,ASL_2008_01_11-76,116,0
CHURCH+,Brady,ASL_2011_06_08_Brady,27,13146,13181,2297,ASL_2011_06_08_Brady-27,735,0
CHURCH+,Lana,ASL_2006_10_10,5,1442,1467,2298,ASL_2006_10_10-5,19,0
CHURCH+,Liz,ASL_2008_01_11,77,295,335,2299,ASL_2008_01_11-77,117,0
CHURCH+,Naomi,ASL_2008_08_04,48,3105,3135,2300,ASL_2008_08_04-48,580,0
CHURCH+,Tyler,ASL_2008_05_12a,46,2001,2045,2301,ASL_2008_05_12a-46,418,0
CHURCH++,Dana,ASL_2007_05_24,9,1545,1608,2302,ASL_2007_05_24-9,44,0
CIGAR,Brady,ASL_2011_06_08_Brady,27,13394,13413,2303,ASL_2011_06_08_Brady-27,735,0
CIGAR,Liz,ASL_2008_01_11,77,721,770,2304,ASL_2008_01_11-77,117,0
CIGAR,Naomi,ASL_2008_08_04,48,3580,3607,2305,ASL_2008_08_04-48,580,0
CIGAR,Tyler,ASL_2008_05_12a,46,2465,2510,2306,ASL_2008_05_12a-46,418,0
CIGARETTE+,Naomi,ASL_2008_08_04,48,3340,3371,2307,ASL_2008_08_04-48,580,0
CIGARETTE++,Brady,ASL_2011_06_08_Brady,27,13629,13662,2308,ASL_2011_06_08_Brady-27,735,0
CIGARETTE++,Liz,ASL_2008_01_11,77,505,536,2309,ASL_2008_01_11-77,117,0
CIGARETTE++,Tyler,ASL_2008_05_12a,46,2240,2270,2310,ASL_2008_05_12a-46,418,0
CIRCLE,Brady,ASL_2011_06_08_Brady,27,13953,13997,2311,ASL_2011_06_08_Brady-27,735,0
CIRCLE,Liz,ASL_2008_01_11,77,1101,1151,2312,ASL_2008_01_11-77,117,0
CIRCLE,Tyler,ASL_2008_05_12a,47,290,340,2313,ASL_2008_05_12a-47,419,0
CIRCUMCISE,Brady,ASL_2011_06_08_Brady,27,14308,14348,2314,ASL_2011_06_08_Brady-27,735,0
CIRCUMCISE,Liz,ASL_2008_01_11,77,1345,1380,2315,ASL_2008_01_11-77,117,0
CIRCUMCISE,Tyler,ASL_2008_05_12a,47,695,747,2316,ASL_2008_05_12a-47,419,0
CITY/COMMUNITY,Liz,ASL_2008_01_18,1,1755,1785,2317,ASL_2008_01_18-1,126,0
CITY/COMMUNITY,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,1,5825,5870,2318,ASL_2010_08_10_Liz_additional_lexicon_signs-1,690,0
CITY/COMMUNITY+,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,1,6010,6065,2319,ASL_2010_08_10_Liz_additional_lexicon_signs-1,690,0
CITY/COMMUNITY+,Naomi,ASL_2008_08_06,1,2220,2245,2320,ASL_2008_08_06-1,590,0
CITY/COMMUNITY+,Tyler,ASL_2008_05_12b,1,2335,2370,2321,ASL_2008_05_12b-1,427,0
CITY/COMMUNITY++,Brady,ASL_2011_06_08_Brady,27,15203,15230,2322,ASL_2011_06_08_Brady-27,735,0
CITY/COMMUNITY++,Brady,ASL_2011_06_08_Brady,29,3336,3375,2323,ASL_2011_06_08_Brady-29,737,0
CITY/COMMUNITY_2+++,Liz,ASL_2008_03_28,21,1967,2015,2324,ASL_2008_03_28-21,343,0
CITY/COMMUNITY_2++++,Brady,ASL_2011_07_22_Brady,9,1790,1840,2325,ASL_2011_07_22_Brady-9,951,0
CITY/COMMUNITY_3+,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,26,820,880,2326,ASL_2010_08_10_Liz_additional_lexicon_signs-26,706,0
CLASS,Brady,ASL_2011_06_08_Brady,28,1248,1270,2327,ASL_2011_06_08_Brady-28,736,0
CLASS,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,1,6215,6261,2328,ASL_2010_08_10_Liz_additional_lexicon_signs-1,690,0
CLASS+BOX/ROOM,Brady,ASL_2011_06_14_Brady,3,8520,8540,2329,ASL_2011_06_14_Brady-3,774,0
CLASS+BOX/ROOM,Liz,ASL_2008_01_11,78,700,755,2330,ASL_2008_01_11-78,118,0
CLASS+BOX/ROOM,Naomi,ASL_2008_08_04,49,2271,2325,2331,ASL_2008_08_04-49,581,0
CLASS+BOX/ROOM,Tyler,ASL_2008_05_12a,47,1405,1447,2332,ASL_2008_05_12a-47,419,0
CLASS-pl,Brady,ASL_2011_06_08_Brady,28,1516,1551,2333,ASL_2011_06_08_Brady-28,736,0
CLASS-pl,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,1,6370,6420,2334,ASL_2010_08_10_Liz_additional_lexicon_signs-1,690,0
CLASS_2,Dana,ASL_2007_05_24,9,1982,2007,2335,ASL_2007_05_24-9,44,0
CLASS_2,Lana,ASL_2006_10_10,5,1860,1874,2336,ASL_2006_10_10-5,19,0
CLEAR,Liz,ASL_2008_02_01,49,1715,1750,2337,ASL_2008_02_01-49,216,0
CLEAR,Naomi,ASL_2008_08_13_session2,4,2211,2247,2338,ASL_2008_08_13_session2-4,684,0
CLEAR,Tyler,ASL_2008_06_10,1,1088,1117,2339,ASL_2008_06_10-1,516,0
CLEVER,Brady,ASL_2011_06_08_Brady,28,2611,2625,2340,ASL_2011_06_08_Brady-28,736,0
CLEVER,Liz,ASL_2008_01_11,78,1350,1375,2341,ASL_2008_01_11-78,118,0
CLEVER,Naomi,ASL_2008_08_04,49,3231,3260,2342,ASL_2008_08_04-49,581,0
CLEVER,Tyler,ASL_2008_05_12a,47,2085,2110,2343,ASL_2008_05_12a-47,419,0
CLIMB+,Brady,ASL_2011_06_08_Brady,31,3700,3737,2344,ASL_2011_06_08_Brady-31,739,0
CLIMBING-ROCKS++,Brady,ASL_2011_07_19_Brady,61,2160,2210,2345,ASL_2011_07_19_Brady-61,870,0
CLIP-NAILS,Brady,ASL_2011_06_08_Brady,28,4297,4336,2346,ASL_2011_06_08_Brady-28,736,0
CLIP-NAILS,Brady,ASL_2011_06_08_Brady,28,4567,4613,2347,ASL_2011_06_08_Brady-28,736,0
CLIP-NAILS,Brady,ASL_2011_07_22_Brady,40,1545,1574,2348,ASL_2011_07_22_Brady-40,931,0
CLIP-NAILS,Liz,ASL_2008_01_11,79,510,561,2349,ASL_2008_01_11-79,119,0
CLIP-NAILS,Liz,ASL_2008_01_11,79,750,806,2350,ASL_2008_01_11-79,119,0
CLIP-NAILS,Naomi,ASL_2008_08_04,49,4211,4245,2351,ASL_2008_08_04-49,581,0
CLIP-NAILS,Tyler,ASL_2008_05_12a,47,2995,3045,2352,ASL_2008_05_12a-47,419,0
CLOSE,Brady,ASL_2011_06_08_Brady,28,5125,5153,2353,ASL_2011_06_08_Brady-28,736,0
CLOSE,Liz,ASL_2008_01_11,81,860,910,2354,ASL_2008_01_11-81,121,0
CLOSE,Liz,ASL_2008_02_15,15,3300,3347,2355,ASL_2008_02_15-15,236,0
CLOSE+,Liz,ASL_2008_01_11,79,2656,2695,2356,ASL_2008_01_11-79,119,0
CLOSE-DOOR,Brady,ASL_2011_06_08_Brady,28,6930,6960,2357,ASL_2011_06_08_Brady-28,736,0
CLOSE-DOOR,Liz,ASL_2008_01_11,79,2145,2180,2358,ASL_2008_01_11-79,119,0
CLOSE-DOOR,Naomi,ASL_2008_08_04,50,732,760,2359,ASL_2008_08_04-50,583,0
CLOSE-DOOR,Tyler,ASL_2008_05_12a,48,700,740,2360,ASL_2008_05_12a-48,420,0
CLOSE-DOOR_2,Brady,ASL_2011_07_22_Brady,40,1761,1772,2361,ASL_2011_07_22_Brady-40,931,0
CLOSE-WINDOW,Brady,ASL_2011_06_08_Brady,28,7661,7692,2362,ASL_2011_06_08_Brady-28,736,0
CLOSE-WINDOW,Brady,ASL_2011_07_22_Brady,40,1962,1986,2363,ASL_2011_07_22_Brady-40,931,0
CLOSE-WINDOW,Liz,ASL_2008_01_11,79,2400,2426,2364,ASL_2008_01_11-79,119,0
CLOSE-WINDOW,Naomi,ASL_2008_08_04,50,935,965,2365,ASL_2008_08_04-50,583,0
CLOSE-WINDOW,Tyler,ASL_2008_05_12a,48,880,916,2366,ASL_2008_05_12a-48,420,0
CLOUD,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,1,6600,6635,2367,ASL_2010_08_10_Liz_additional_lexicon_signs-1,690,0
CLOUD,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,1,6735,6795,2368,ASL_2010_08_10_Liz_additional_lexicon_signs-1,690,0
CLOUD_2,Brady,ASL_2011_06_08_Brady,28,7991,8029,2369,ASL_2011_06_08_Brady-28,736,0
CLOUD_2,Brady,ASL_2011_06_08_Brady,28,9201,9254,2370,ASL_2011_06_08_Brady-28,736,0
CLOWN,Brady,ASL_2011_06_08_Brady,27,14961,14991,2371,ASL_2011_06_08_Brady-27,735,0
CLOWN,Liz,ASL_2008_01_11,77,1536,1575,2372,ASL_2008_01_11-77,117,0
CLOWN,Naomi,ASL_2008_08_04,49,1691,1710,2373,ASL_2008_08_04-49,581,0
COACH,Brady,ASL_2011_06_08_Brady,28,9501,9527,2374,ASL_2011_06_08_Brady-28,736,0
COACH,Liz,ASL_2008_01_11,81,1606,1645,2375,ASL_2008_01_11-81,121,0
COACH,Naomi,ASL_2008_08_04,50,2177,2200,2376,ASL_2008_08_04-50,583,0
COACH,Tyler,ASL_2008_05_12a,48,1985,2030,2377,ASL_2008_05_12a-48,420,0
COAT,Brady,ASL_2011_06_08_Brady,28,10441,10477,2378,ASL_2011_06_08_Brady-28,736,0
COAT,Dana,ASL_2007_05_24,9,2434,2472,2379,ASL_2007_05_24-9,44,0
COAT,Lana,ASL_2006_10_10,5,2249,2271,2380,ASL_2006_10_10-5,19,0
COAT,Liz,ASL_2008_01_11,81,1980,2016,2381,ASL_2008_01_11-81,121,0
COAT,Naomi,ASL_2008_08_04,50,2415,2442,2382,ASL_2008_08_04-50,583,0
COAT,Tyler,ASL_2008_05_12a,48,2225,2260,2383,ASL_2008_05_12a-48,420,0
COCAINE,Brady,ASL_2011_06_08_Brady,28,10082,10116,2384,ASL_2011_06_08_Brady-28,736,0
COCAINE,Brady,ASL_2011_06_08_Brady,28,10866,10891,2385,ASL_2011_06_08_Brady-28,736,0
COCAINE_2,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,8,1030,1085,2386,ASL_2010_08_10_Liz_additional_lexicon_signs-8,717,0
COCKTAIL,Brady,ASL_2011_06_08_Brady,28,11115,11135,2387,ASL_2011_06_08_Brady-28,736,0
COCKTAIL,Tyler,ASL_2008_05_12a,49,215,242,2388,ASL_2008_05_12a-49,421,0
COCKTAIL++,Liz,ASL_2008_01_11,81,2260,2301,2389,ASL_2008_01_11-81,121,0
COCKTAIL++,Naomi,ASL_2008_08_04,51,220,247,2390,ASL_2008_08_04-51,584,0
COCONUT,Brady,ASL_2011_06_08_Brady,28,11562,11600,2391,ASL_2011_06_08_Brady-28,736,0
COCONUT,Liz,ASL_2008_01_11,82,675,705,2392,ASL_2008_01_11-82,122,0
COCONUT,Tyler,ASL_2008_05_12a,49,410,435,2393,ASL_2008_05_12a-49,421,0
COFFEE,Naomi,ASL_2008_08_04,51,1080,1125,2394,ASL_2008_08_04-51,584,0
COFFEE+,Brady,ASL_2011_06_08_Brady,28,11926,11970,2395,ASL_2011_06_08_Brady-28,736,0
COFFEE+,Dana,ASL_2007_05_24,9,2717,2783,2396,ASL_2007_05_24-9,44,0
COFFEE+,Lana,ASL_2006_10_10,5,2524,2580,2397,ASL_2006_10_10-5,19,0
COFFEE+,Liz,ASL_2008_01_11,82,901,965,2398,ASL_2008_01_11-82,122,0
COFFEE+,Tyler,ASL_2008_05_12a,49,605,677,2399,ASL_2008_05_12a-49,421,0
COINS/CHANGE,Liz,ASL_2008_01_11,82,1155,1191,2400,ASL_2008_01_11-82,122,0
COINS/CHANGE++,Naomi,ASL_2008_08_04,51,1325,1372,2401,ASL_2008_08_04-51,584,0
COINS/CHANGE++,Tyler,ASL_2008_05_12a,49,920,965,2402,ASL_2008_05_12a-49,421,0
COINS/CHANGE_2,Brady,ASL_2011_06_08_Brady,28,12769,12809,2403,ASL_2011_06_08_Brady-28,736,0
COLD,Brady,ASL_2011_06_08_Brady,28,13544,13577,2404,ASL_2011_06_08_Brady-28,736,0
COLD,Brady,ASL_2011_07_19_Brady,53,858,886,2405,ASL_2011_07_19_Brady-53,862,0
COLD,Brady,ASL_2011_07_22_Brady,50,2125,2167,2406,ASL_2011_07_22_Brady-50,942,0
COLD,Lana,ASL_2006_09_26,61,988,1025,2407,ASL_2006_09_26-61,1,0
COLD,Liz,ASL_2008_01_11,82,2035,2070,2408,ASL_2008_01_11-82,122,0
COLD,Liz,ASL_2008_02_29,8,2136,2180,2409,ASL_2008_02_29-8,332,0
COLD,Naomi,ASL_2008_08_04,51,2705,2731,2410,ASL_2008_08_04-51,584,0
COLD,Tyler,ASL_2008_05_12a,49,1481,1537,2411,ASL_2008_05_12a-49,421,0
COLD+DOOR,Brady,ASL_2011_06_14_Brady,23,2275,2318,2412,ASL_2011_06_14_Brady-23,767,0
COLD+DOOR,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,7,2975,3055,2413,ASL_2010_08_10_Liz_additional_lexicon_signs-7,716,0
COLLAPSE,Brady,ASL_2011_06_08_Brady,28,14042,14074,2414,ASL_2011_06_08_Brady-28,736,0
COLLAPSE,Tyler,ASL_2008_05_12a,49,2037,2080,2415,ASL_2008_05_12a-49,421,0
COLLAR,Brady,ASL_2011_06_08_Brady,28,14289,14325,2416,ASL_2011_06_08_Brady-28,736,0
COLLAR,Brady,ASL_2011_07_22_Brady,40,2805,2844,2417,ASL_2011_07_22_Brady-40,931,0
COLLAR,Liz,ASL_2008_01_11,83,525,555,2418,ASL_2008_01_11-83,123,0
COLLAR,Naomi,ASL_2008_08_04,51,3211,3235,2419,ASL_2008_08_04-51,584,0
COLLECT,Brady,ASL_2011_06_08_Brady,33,6574,6600,2420,ASL_2011_06_08_Brady-33,741,0
COLLECT,Brady,ASL_2011_07_22_Brady,44,1537,1584,2421,ASL_2011_07_22_Brady-44,935,0
COLLECT,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,27,475,530,2422,ASL_2010_08_10_Liz_additional_lexicon_signs-27,707,0
COLLECT,Naomi,ASL_2008_08_04,51,3445,3475,2423,ASL_2008_08_04-51,584,0
COLLECT,Naomi,ASL_2008_08_04,52,445,465,2424,ASL_2008_08_04-52,585,0
COLLECT,Tyler,ASL_2008_05_12a,49,2707,2750,2425,ASL_2008_05_12a-49,421,0
COLLECT++,Brady,ASL_2011_06_08_Brady,28,14575,14615,2426,ASL_2011_06_08_Brady-28,736,0
COLLECT++,Brady,ASL_2011_06_08_Brady,28,14869,14910,2427,ASL_2011_06_08_Brady-28,736,0
COLLECT++,Liz,ASL_2008_01_11,83,926,980,2428,ASL_2008_01_11-83,123,0
COLLECT+++++,Tyler,ASL_2008_05_12a,50,863,925,2429,ASL_2008_05_12a-50,422,0
COLLECTwg,Brady,ASL_2011_06_14_Brady,32,1980,2045,2430,ASL_2011_06_14_Brady-32,777,0
COLLECTwg,Liz,ASL_2008_01_11,83,725,780,2431,ASL_2008_01_11-83,123,0
COLLECTwg,Liz,ASL_2008_02_01,19,265,330,2432,ASL_2008_02_01-19,184,0
COLLECTwg,Naomi,ASL_2008_08_13,14,4471,4518,2433,ASL_2008_08_13-14,645,0
COLLEGE,Brady,ASL_2011_06_08_Brady,28,15110,15139,2434,ASL_2011_06_08_Brady-28,736,0
COLLEGE,Lana,ASL_2006_10_10,5,2770,2800,2435,ASL_2006_10_10-5,19,0
COLLEGE,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,1,6942,7000,2436,ASL_2010_08_10_Liz_additional_lexicon_signs-1,690,0
COLLEGE-pl,Brady,ASL_2011_06_08_Brady,28,15403,15464,2437,ASL_2011_06_08_Brady-28,736,0
COLLEGE-pl,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,1,7115,7185,2438,ASL_2010_08_10_Liz_additional_lexicon_signs-1,690,0
COLOR,Brady,ASL_2011_06_08_Brady,28,15700,15741,2439,ASL_2011_06_08_Brady-28,736,0
COLOR,Liz,ASL_2008_01_11,83,1140,1175,2440,ASL_2008_01_11-83,123,0
COLOR,Naomi,ASL_2008_08_04,52,665,690,2441,ASL_2008_08_04-52,585,0
COLOR,Tyler,ASL_2008_05_12a,50,352,407,2442,ASL_2008_05_12a-50,422,0
COMB+,Brady,ASL_2011_06_08_Brady,29,175,211,2443,ASL_2011_06_08_Brady-29,737,0
